difficulty,total_hours,enrolled,rating,institution,Label
beginner,6.0,21735.0,4.3,Novosibirsk State University ,14
beginner,21.0,10370.0,4.6,University of Michigan,10
beginner,22.0,0.0,4.7,,5
beginner,15.0,2617.0,4.6,Erasmus University Rotterdam,10
beginner,13.0,0.0,4.7,CertNexus,5
beginner,2.0,1563.0,4.7,Coursera,16
intermediate,1.0,0.0,4.7,Coursera,3
beginner,11.0,0.0,4.7,University of California San Diego,5
beginner,11.0,0.0,4.7,University of Michigan,5
advanced,27.0,2145.0,4.3,Erasmus University Rotterdam,12
beginner,1.0,0.0,4.7,Coursera,6
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,2.0,1769.0,4.7,Northwestern University,9
beginner,25.0,29488.0,4.7,University of Illinois at Urbana-Champaign,15
intermediate,19.0,0.0,4.7,IBM,4
beginner,1.5,0.0,4.7,Coursera,7
beginner,2.0,4914.0,4.7,Coursera,16
beginner,5.0,2530.0,4.5,Google Cloud,-1
beginner,15.0,99796.0,4.5,University of Illinois at Urbana-Champaign,13
intermediate,16.0,50482.0,4.7,University of Michigan,8
beginner,12.0,16162.0,4.7,University System of Georgia,15
beginner,18.0,9531.0,3.8,"University of Maryland, College Park",14
intermediate,2.0,0.0,4.7,Coursera,3
beginner,2.0,0.0,4.7,Coursera,7
intermediate,2.0,7845.0,4.7,Coursera,9
beginner,8.0,0.0,4.7,"University of California, Davis",5
beginner,1.5,0.0,4.7,Coursera,7
beginner,8.0,7302.0,4.8,University of Michigan,1
beginner,11.0,6995.0,4.7,"University of California, Davis",15
beginner,26.0,29083.0,4.9,Universidad de los Andes,0
intermediate,8.0,0.0,4.7,IESE Business School,4
beginner,1.0,0.0,4.7,Coursera,6
advanced,2.0,0.0,4.7,Coursera,3
beginner,1.0,0.0,4.7,Coursera,6
beginner,35.0,187965.0,4.8,Universiteit Leiden,1
beginner,11.0,7750.0,3.6,University of California San Diego,14
intermediate,2.0,0.0,4.7,Coursera,3
beginner,2.0,9535.0,4.7,Coursera,16
intermediate,42.0,79956.0,4.8,University of California San Diego,2
intermediate,11.0,66084.0,4.6,University System of Georgia,11
intermediate,2.0,2040.0,4.7,Coursera,9
intermediate,14.0,0.0,4.7,University of Colorado Boulder,4
intermediate,14.0,1694.0,4.7,"University of California, Davis",8
beginner,18.0,40519.0,4.7,Google,15
beginner,11.0,10921.0,4.6,,10
beginner,26.0,35849.0,4.8,The University of Sydney,1
beginner,2.0,0.0,4.7,Coursera,7
beginner,37.0,3358.0,4.8,Saint Petersburg State University,1
beginner,13.0,69179.0,4.8,IESE Business School,1
intermediate,1.0,0.0,4.7,Coursera,3
beginner,19.0,174449.0,4.7,IBM,15
intermediate,18.0,0.0,4.7,University of Illinois at Urbana-Champaign,4
intermediate,22.0,11777.0,4.7,University of Colorado System,8
beginner,14.0,32619.0,4.5,University System of Georgia,13
beginner,1.0,0.0,4.7,Coursera,6
intermediate,1.0,2314.0,4.7,Coursera,9
beginner,2.0,4373.0,4.7,Coursera,16
intermediate,15.0,2667.0,4.8,Michigan State University,2
beginner,17.0,12724.0,4.8,IE Business School,1
beginner,17.0,0.0,4.7,University of Michigan,5
beginner,2.0,0.0,4.7,Coursera,7
beginner,2.0,0.0,4.7,Coursera,7
beginner,1.5,0.0,4.7,Coursera,7
beginner,26.0,82359.0,4.6,University of Washington,10
intermediate,25.0,10052.0,4.8,University of Illinois at Urbana-Champaign,2
beginner,16.0,2972.0,4.2,The University of Melbourne,14
beginner,1.0,0.0,4.7,Coursera,6
beginner,11.0,38394.0,4.8,University of Amsterdam,1
intermediate,36.0,143931.0,4.6,University of Colorado System,-1
intermediate,25.0,2444.0,4.7,,8
intermediate,2.0,0.0,4.7,Coursera,3
beginner,24.0,159282.0,4.3,University System of Georgia,-1
beginner,18.0,6625.0,4.8,University of New Mexico,1
beginner,2.0,0.0,4.7,Coursera,7
beginner,1.5,0.0,4.7,Coursera,7
beginner,1.0,0.0,4.7,Coursera,6
beginner,1.0,0.0,4.7,University of Minnesota,-1
intermediate,19.0,3703.0,3.8,Saint Petersburg State University,12
intermediate,2.0,1654.0,4.7,Coursera,9
beginner,2.0,2778.0,4.7,Coursera,16
intermediate,1.0,0.0,4.7,Coursera,3
intermediate,23.0,22236.0,4.8,University of Illinois at Urbana-Champaign,2
beginner,2.0,0.0,4.7,Coursera,7
intermediate,0.0,2249.0,4.7,Coursera,-1
intermediate,27.0,2374.0,4.7,,8
beginner,1.0,0.0,4.7,Coursera,6
beginner,1.5,0.0,4.7,Coursera,7
beginner,15.0,42877.0,4.6,IBM,10
beginner,14.0,5975.0,4.8,University of New Mexico,1
beginner,50.0,0.0,4.7,Coursera,5
intermediate,2.0,3068.0,4.7,Coursera,9
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,35.0,8967.0,4.7,École Polytechnique Fédérale de Lausanne,8
beginner,22.0,8768.0,4.8,The University of Chicago,1
intermediate,19.0,11923.0,4.7,HSE University,8
beginner,2.0,0.0,4.7,Coursera,7
beginner,2.0,0.0,4.7,Coursera,7
beginner,1.0,0.0,4.7,Coursera,6
intermediate,11.0,10764.0,4.6,Unity,11
intermediate,37.0,2808.0,4.7,,8
advanced,26.0,4683.0,4.8,Autodesk,2
beginner,70.0,2650.0,4.8,University of Illinois at Urbana-Champaign,1
beginner,9.0,3711.0,4.6,University of Colorado System,10
beginner,2.0,0.0,4.7,Coursera,7
intermediate,1.0,0.0,4.7,Coursera,3
intermediate,1.0,0.0,4.7,Coursera,3
beginner,15.0,13075.0,4.6,University of New Mexico,10
beginner,20.0,5730.0,4.2,Universidad de Chile,14
intermediate,2.0,1602.0,4.7,Coursera,9
beginner,50.0,4927.0,4.7,Coursera,15
beginner,6.0,88607.0,4.4,"University of California, Irvine",-1
beginner,11.0,12756.0,4.6,ESCP Business School,10
intermediate,27.0,4031.0,4.7,Moscow Institute of Physics and Technology,8
intermediate,19.0,16703.0,4.5,Rice University,12
beginner,1.0,0.0,4.7,Coursera,6
intermediate,2.0,0.0,4.7,Coursera,3
beginner,66.0,6582.0,4.3,University of Illinois at Urbana-Champaign,-1
beginner,1.0,0.0,4.7,Coursera,6
beginner,14.0,2653.0,4.6,University of New Mexico,10
beginner,9.0,4694.0,4.7,University of Colorado System,15
intermediate,26.0,10472.0,4.7,,8
beginner,14.0,32319.0,4.7,Berklee College of Music,15
beginner,1.0,0.0,4.7,Coursera,6
beginner,1.0,0.0,4.7,Coursera,6
intermediate,2.0,0.0,4.7,Coursera,3
beginner,1.0,0.0,4.7,Coursera,6
beginner,2.0,0.0,4.7,Coursera,7
beginner,8.0,112587.0,4.8,University of Toronto,1
intermediate,27.0,5508.0,4.8,Universidad de los Andes,2
beginner,2.0,0.0,4.7,Coursera,7
beginner,1.0,0.0,4.7,Coursera,6
intermediate,1.0,0.0,4.7,Coursera,3
intermediate,9.0,12280.0,4.6,"University of California, Irvine",11
beginner,12.0,16881.0,4.6,Duke University,10
intermediate,7.0,0.0,4.9,Google Cloud,-1
beginner,2.0,0.0,4.7,Coursera,7
beginner,10.0,0.0,4.7,University System of Georgia,5
beginner,25.0,169305.0,4.7,IBM,15
intermediate,25.0,178852.0,4.6,University of California San Diego,-1
advanced,2.0,0.0,4.7,Coursera,3
beginner,1.0,0.0,4.7,Coursera,6
beginner,14.0,0.0,4.7,University of Pennsylvania,5
beginner,26.0,34419.0,4.8,Universidade de São Paulo,1
beginner,27.0,23568.0,4.8,The University of Sydney,1
intermediate,2.0,0.0,4.7,Coursera,3
beginner,1.0,0.0,4.7,Coursera,6
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,9.0,0.0,4.9,Google Cloud,-1
beginner,14.0,13949.0,4.8,Duke University,1
intermediate,18.0,0.0,4.7,Universidad de los Andes,4
beginner,2.0,0.0,4.7,Coursera,7
beginner,9.0,135806.0,4.6,,10
beginner,1.0,1969.0,4.7,Coursera,16
beginner,11.0,0.0,4.5,University at Buffalo,-1
intermediate,17.0,13303.0,4.6,The University of Edinburgh,11
beginner,11.0,0.0,4.7,Google Cloud,5
beginner,16.0,29418.0,4.6,IBM,10
beginner,19.0,3182.0,4.7,Macquarie University,15
intermediate,2.0,7195.0,4.7,Coursera,9
beginner,1.0,0.0,4.7,Coursera,6
intermediate,2.0,10936.0,4.7,Coursera,9
intermediate,1.5,5777.0,4.7,Coursera,9
intermediate,8.0,15290.0,4.7,Emory University,8
intermediate,8.0,8691.0,5.0,Universidade de São Paulo,-1
beginner,2.0,0.0,4.7,Coursera,7
beginner,19.0,34335.0,4.6,Tecnológico de Monterrey,10
intermediate,9.0,0.0,4.8,Google Cloud,-1
beginner,10.0,9496.0,4.8,Berklee College of Music,1
beginner,2.0,0.0,4.7,Coursera,7
intermediate,24.0,21912.0,4.8,The University of Sydney,2
beginner,16.0,7006.0,4.8,IBM,1
beginner,7.0,44697.0,4.4,,14
beginner,11.0,3557.0,4.7,University of Colorado System,15
beginner,11.0,14015.0,4.6,Google Cloud,10
intermediate,1.5,0.0,4.7,Coursera,3
beginner,2.0,24224.0,4.7,Coursera,-1
advanced,1.0,2133.0,4.7,Coursera,9
intermediate,17.0,0.0,4.7,University of Glasgow ,4
beginner,18.0,66700.0,4.4,The Pennsylvania State University,14
intermediate,2.0,0.0,4.7,Coursera,3
beginner,8.0,15160.0,3.6,University of Washington,14
beginner,14.0,11803.0,4.6,Universidad Austral,10
beginner,12.0,7807.0,4.7,Universidad Austral,15
beginner,13.0,4990.0,4.8,University of Pennsylvania,1
beginner,12.0,326205.0,4.7,Universidad Nacional Autónoma de México,-1
beginner,1.5,0.0,4.7,Coursera,7
beginner,12.0,9379.0,4.8,SAS,1
beginner,7.0,5974.0,4.2,EIT Digital ,14
beginner,1.0,0.0,4.7,Coursera,6
beginner,22.0,5911.0,3.6,HSE University,14
intermediate,4.0,7085.0,4.1,"University of Maryland, College Park",-1
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,2.0,2353.0,4.7,Coursera,9
intermediate,2.0,0.0,4.7,Coursera,3
beginner,20.0,10372.0,4.7,University of Illinois at Urbana-Champaign,15
beginner,12.0,1538.0,4.9,Berklee College of Music,0
intermediate,19.0,3066.0,4.7,Yale University,8
beginner,10.0,0.0,4.7,IBM,5
intermediate,1.0,0.0,4.7,Coursera,3
beginner,2.0,0.0,4.7,Coursera,7
beginner,1.5,0.0,4.7,Coursera,7
beginner,1.0,0.0,4.7,Coursera,6
beginner,8.0,11528.0,4.7,University of Michigan,15
beginner,11.0,2397.0,4.8,,1
beginner,6.0,2175.0,4.1,University of Washington,14
beginner,7.0,8404.0,4.6,EIT Digital ,10
beginner,1.0,0.0,4.7,Coursera,6
intermediate,2.0,3088.0,4.7,Coursera,9
intermediate,1.5,3858.0,4.7,Coursera,9
beginner,8.0,8829.0,4.7,The University of Sydney,15
beginner,17.0,22985.0,4.7,University of Illinois at Urbana-Champaign,15
intermediate,45.0,0.0,4.7,Coursera,4
intermediate,2.0,0.0,4.7,Coursera,3
beginner,7.0,18891.0,4.5,University of Colorado Boulder,13
beginner,12.0,0.0,3.0,IBM,-1
intermediate,26.0,86198.0,4.7,DeepLearning.AI,8
beginner,23.0,16793.0,4.7,Berklee College of Music,15
beginner,24.0,5116.0,4.9,Universidad de los Andes,0
beginner,1.0,0.0,4.7,Coursera,6
advanced,25.0,0.0,4.9,École Polytechnique,-1
beginner,6.0,3206.0,4.7,Wesleyan University,15
beginner,1.0,0.0,4.7,Coursera,6
intermediate,13.0,5356.0,4.6,"University of California, Santa Cruz",11
beginner,14.0,2990.0,4.8,,1
intermediate,13.0,2002.0,4.8,MathWorks,2
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,2.0,11785.0,4.7,Coursera,9
intermediate,1.0,3716.0,4.7,Coursera,9
beginner,8.0,13885.0,4.7,Berklee College of Music,15
beginner,6.0,4579.0,4.7,Michigan State University,15
intermediate,11.0,0.0,4.6,Universidad Nacional Autónoma de México,-1
beginner,14.0,0.0,4.7,CertNexus,5
beginner,10.0,2389.0,4.9,University of Illinois at Urbana-Champaign,0
beginner,1.0,3199.0,4.7,Coursera,16
beginner,2.0,0.0,4.7,Coursera,7
intermediate,20.0,348350.0,4.9,DeepLearning.AI,-1
beginner,2.0,16177.0,4.7,Coursera,16
beginner,17.0,0.0,4.5,University of Pennsylvania,-1
advanced,5.0,4046.0,4.5,University of Colorado Boulder,-1
beginner,10.0,133490.0,4.6,IBM,10
beginner,15.0,5845.0,4.7,Macquarie University,15
beginner,12.0,25875.0,4.7,University of Colorado System,15
advanced,54.0,2620.0,4.9,Universidad Nacional de Colombia,-1
intermediate,11.0,0.0,4.7,Saint Petersburg State University,4
intermediate,13.0,3370.0,4.9,Arizona State University,-1
intermediate,2.0,0.0,4.7,Coursera,3
beginner,24.0,0.0,4.7,National Research Nuclear University MEPhI,5
beginner,15.0,13328.0,4.8,Universidade Estadual de Campinas,1
beginner,10.0,56649.0,4.6,University of California San Diego,10
beginner,9.0,0.0,3.7,University at Buffalo,-1
beginner,2.0,3855.0,4.7,Coursera,16
intermediate,2.0,0.0,4.7,Coursera,3
beginner,13.0,245709.0,4.5,Duke University,-1
beginner,21.0,56175.0,4.8,Universitat Autònoma de Barcelona,1
intermediate,2.0,0.0,4.7,Coursera,3
beginner,1.0,0.0,4.7,Coursera,6
beginner,2.0,2954.0,4.7,Coursera,16
intermediate,6.0,31242.0,4.8,Universidad de Chile,2
beginner,29.0,8662.0,4.7,IBM,15
intermediate,1.5,4806.0,4.7,Coursera,9
intermediate,50.0,6357.0,4.7,Coursera,8
intermediate,19.0,2207.0,4.7,Universidad Nacional Autónoma de México,8
intermediate,13.0,12720.0,4.6,École Polytechnique,11
beginner,19.0,20630.0,4.8,University of Colorado Boulder,1
intermediate,9.0,2299.0,4.7,Universidad Nacional Autónoma de México,8
intermediate,22.0,10977.0,4.8,Universidad de los Andes,2
beginner,21.0,20306.0,4.8,Columbia University,1
beginner,2.0,2405.0,4.7,Coursera,16
beginner,2.0,0.0,4.7,Coursera,7
beginner,2.0,0.0,4.7,Coursera,7
beginner,11.0,0.0,4.6,,-1
beginner,14.0,8879.0,4.8,ESSEC Business School,1
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,2.0,3191.0,4.7,Coursera,9
beginner,10.0,41287.0,4.5,Wesleyan University,13
intermediate,19.0,0.0,4.4,Databricks,-1
beginner,22.0,11823.0,4.7,University at Buffalo,15
intermediate,10.0,47246.0,4.8,Universidad Nacional Autónoma de México,2
beginner,23.0,59220.0,4.8,Columbia University,1
beginner,9.0,18730.0,4.8,IE Business School,1
beginner,8.0,48797.0,4.7,Wesleyan University,15
beginner,2.0,0.0,4.7,Coursera,7
beginner,19.0,29621.0,4.8,University of Colorado Boulder,1
beginner,32.0,303836.0,4.8,Google,1
beginner,9.0,8441.0,4.4,Rutgers the State University of New Jersey,14
beginner,2.0,0.0,4.7,Coursera,7
intermediate,80.0,0.0,4.7,Coursera,4
beginner,1.0,9778.0,4.7,Coursera,16
beginner,15.0,0.0,4.7,Infosec,5
beginner,15.0,31645.0,4.6,"University of California, Davis",10
beginner,15.0,19954.0,4.8,University of Michigan,1
beginner,72.0,8797.0,4.8,University of Zurich,1
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,2.0,0.0,4.7,Coursera,3
beginner,7.0,46270.0,4.7,Wesleyan University,15
beginner,0.0,0.0,4.7,,-1
beginner,2.0,0.0,4.7,Coursera,7
beginner,0.0,0.0,4.7,Coursera,-1
beginner,12.0,19461.0,4.1,,14
beginner,10.0,0.0,4.7,"University of California, Irvine",5
beginner,17.0,18795.0,4.7,Columbia University,15
beginner,26.0,0.0,4.7,Macquarie University,5
beginner,13.0,16603.0,4.7,University of California San Diego,15
beginner,6.0,32622.0,4.5,,13
intermediate,12.0,5724.0,4.3,Alberta Machine Intelligence Institute,12
beginner,14.0,2884.0,4.3,"University of Maryland, College Park",14
beginner,76.0,34000.0,4.9,The Pennsylvania State University,0
beginner,14.0,28699.0,4.7,Case Western Reserve University,15
beginner,1.5,0.0,4.7,Coursera,7
intermediate,1.0,1608.0,4.7,Coursera,9
intermediate,19.0,9165.0,4.8,New York University,2
intermediate,13.0,4280.0,4.9,Unity,-1
beginner,6.0,173620.0,4.7,Wesleyan University,-1
beginner,10.0,6676.0,4.2,"University of Maryland, College Park",14
beginner,6.0,2449.0,4.4,Ludwig-Maximilians-Universität München (LMU),-1
beginner,20.0,32403.0,4.6,University of California San Diego,10
beginner,20.0,354138.0,4.7,Ludwig-Maximilians-Universität München (LMU),-1
beginner,19.0,25842.0,4.7,Columbia University,15
intermediate,35.0,12166.0,4.7,Ludwig-Maximilians-Universität München (LMU),8
intermediate,2.0,0.0,4.7,Coursera,3
beginner,1.5,0.0,4.7,Coursera,7
beginner,9.0,49073.0,4.4,,14
beginner,12.0,44675.0,4.7,Technion - Israel Institute of Technology,15
beginner,24.0,1823.0,4.7,Salesforce,15
beginner,2.0,3708.0,4.7,Coursera,16
beginner,2.0,2650.0,4.7,Coursera,16
intermediate,23.0,21707.0,4.8,McMaster University,2
beginner,6.0,24448.0,4.7,,15
intermediate,31.0,21266.0,4.4,IBM,12
intermediate,13.0,4960.0,3.7,LearnQuest,12
intermediate,27.0,7038.0,4.9,Imperial College London,-1
beginner,6.0,62799.0,4.5,Wesleyan University,-1
beginner,11.0,26635.0,4.6,École Polytechnique,10
beginner,2.0,0.0,4.7,Coursera,7
beginner,1.5,0.0,4.7,Coursera,7
beginner,1.0,0.0,4.7,Coursera,6
intermediate,16.0,22390.0,3.5,"University of California, Davis",12
beginner,15.0,5268.0,4.5,University of Colorado System,13
beginner,2.0,0.0,4.7,Coursera,7
beginner,2.0,0.0,4.7,Coursera,7
intermediate,2.0,0.0,4.7,Coursera,3
beginner,0.0,0.0,4.7,Coursera,-1
beginner,16.0,2326.0,4.7,Universidad Nacional Autónoma de México,15
beginner,3.0,13691.0,4.6,University of Virginia,10
intermediate,2.0,0.0,4.7,Coursera,3
beginner,1.0,0.0,4.7,Coursera,6
intermediate,1.5,3185.0,4.7,Coursera,9
beginner,20.0,134282.0,4.7,Imperial College London,15
beginner,23.0,49649.0,4.4,University of Colorado System,14
beginner,17.0,2254.0,4.9,Universidad de los Andes,0
beginner,1.5,0.0,4.7,Coursera,7
beginner,15.0,9558.0,4.8,University of Virginia,1
intermediate,18.0,10365.0,4.7,MathWorks,8
intermediate,11.0,7236.0,4.7,SAS,8
beginner,2.0,0.0,4.7,Coursera,7
beginner,2.0,0.0,4.7,Coursera,7
beginner,25.0,12394.0,4.0,University of London,14
intermediate,12.0,16969.0,4.7,"University of California, Davis",8
beginner,14.0,195479.0,4.4,University of Minnesota,-1
beginner,1.0,0.0,4.7,Coursera,6
beginner,1.5,0.0,4.7,Coursera,7
beginner,0.0,0.0,4.7,Coursera,-1
intermediate,17.0,108064.0,4.5,IBM,-1
beginner,29.0,39167.0,4.3,Nanjing University,-1
beginner,3.0,0.0,4.7,École Polytechnique,-1
beginner,2.0,0.0,4.7,Coursera,7
beginner,9.0,4502.0,4.8,Northeastern University ,1
intermediate,11.0,12728.0,4.1,DeepLearning.AI,12
intermediate,1.5,0.0,4.7,Coursera,3
beginner,1.0,0.0,4.7,Coursera,6
intermediate,6.0,0.0,4.8,LearnQuest,-1
beginner,4.0,0.0,4.6,Georgia Institute of Technology,-1
beginner,12.0,3188.0,4.7,"University of California, Santa Cruz",15
advanced,12.0,8905.0,4.8,Korea Advanced Institute of Science and Technology(KAIST),2
intermediate,18.0,9465.0,4.5,University of Minnesota,12
intermediate,9.0,26394.0,4.7,Google Cloud,8
beginner,16.0,5788.0,4.6,Duke University,10
beginner,16.0,119460.0,4.7,Yale University,15
intermediate,22.0,6574.0,4.6,University of Illinois at Urbana-Champaign,11
advanced,100.0,48086.0,4.8,"University of California, Irvine",2
beginner,19.0,6431.0,4.3,University of Colorado Boulder,14
beginner,48.0,4683.0,4.8,Saint Petersburg State University,1
intermediate,80.0,3757.0,4.6,Novosibirsk State University ,-1
beginner,12.0,0.0,4.9,National Taiwan University,-1
intermediate,15.0,0.0,4.7,LearnQuest,4
beginner,10.0,88505.0,4.5,University of Pennsylvania,13
beginner,9.0,12999.0,4.7,Duke University,15
beginner,0.0,0.0,4.7,Coursera,-1
advanced,1.5,7508.0,4.7,Coursera,9
beginner,80.0,14192.0,4.8,"University of California, Irvine",1
beginner,39.0,8230.0,4.9,Yale University,0
beginner,18.0,16422.0,4.9,Cloudera,0
intermediate,17.0,10558.0,4.5,University of Illinois at Urbana-Champaign,12
intermediate,34.0,21806.0,4.3,EIT Digital ,12
beginner,2.5,2732.0,4.7,Coursera,16
beginner,2.0,0.0,4.7,Coursera,7
beginner,46.0,26924.0,4.7,Yale University,-1
beginner,10.0,16455.0,4.5,Duke University,13
intermediate,25.0,22111.0,4.8,University of Illinois at Urbana-Champaign,2
intermediate,25.0,3574.0,4.7,Imperial College London,8
intermediate,15.0,0.0,4.7,EIT Digital ,4
beginner,36.0,0.0,4.7,"University of California, Irvine",5
beginner,23.0,3164.0,4.9,Yad Vashem ,0
intermediate,6.0,0.0,4.9,LearnQuest,-1
intermediate,23.0,11677.0,4.5,University of Illinois at Urbana-Champaign,12
beginner,7.0,32518.0,4.5,Politecnico di Milano,13
beginner,33.0,32737.0,4.9,Yale University,0
intermediate,1.0,0.0,4.7,Coursera,3
beginner,1.5,0.0,4.7,Coursera,7
beginner,20.0,3987.0,4.6,Imperial College London,10
beginner,11.0,7882.0,4.6,Yonsei University,10
advanced,37.0,4487.0,4.9,Universitat de Barcelona,-1
intermediate,24.0,9804.0,4.8,University of Illinois at Urbana-Champaign,2
beginner,2.5,0.0,4.7,Coursera,-1
beginner,1.0,0.0,4.7,Coursera,6
beginner,48.0,0.0,4.7,University of Illinois at Urbana-Champaign,5
advanced,27.0,62625.0,4.6,University of California San Diego,11
intermediate,18.0,26633.0,4.3,,12
beginner,4.0,0.0,4.5,"University of California, Irvine",-1
intermediate,9.0,42522.0,4.7,Technical University of Denmark (DTU),8
beginner,6.0,1974.0,4.9,LearnQuest,0
intermediate,17.0,7398.0,4.7,Shanghai Jiao Tong University,8
beginner,20.0,24154.0,4.8,Yale University,1
beginner,10.0,9708.0,4.5,Yeshiva University,13
advanced,2.0,0.0,4.7,Coursera,3
beginner,3.5,0.0,4.7,Coursera,5
beginner,13.0,0.0,4.7,UBITS,5
beginner,30.0,0.0,4.8,Cresça com o Google,-1
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,2.0,4692.0,4.7,Coursera,9
intermediate,5.0,0.0,4.7,University of Minnesota,4
beginner,15.0,24376.0,4.8,Universidad Nacional Autónoma de México,1
